fecha,local,visitante,goles_local,goles_visitante,tiros_local,tiros_visitante,tiros_puerta_local,tiros_puerta_visitante,amarillas_local,amarillas_visitante,temporada
18/12/2021,Vallecano,Alaves,2,0,20,6,5,4,1,2,2021-2022
18/12/2021,Sociedad,Villarreal,1,3,8,15,4,8,2,3,2021-2022
18/12/2021,Barcelona,Elche,3,2,19,5,8,3,1,3,2021-2022
18/12/2021,Sevilla,Ath Madrid,2,1,6,15,2,3,2,1,2021-2022
19/12/2021,Granada,Mallorca,4,1,15,8,6,5,3,2,2021-2022
19/12/2021,Ath Bilbao,Betis,3,2,9,16,6,8,1,3,2021-2022
19/12/2021,Getafe,Osasuna,1,0,18,11,4,2,3,1,2021-2022
19/12/2021,Real Madrid,Cadiz,0,0,36,4,9,0,1,1,2021-2022
20/12/2021,Levante,Valencia,3,4,15,15,9,8,3,4,2021-2022
21/12/2021,Villarreal,Alaves,5,2,24,4,10,2,0,2,2021-2022
21/12/2021,Sevilla,Barcelona,1,1,5,23,1,7,2,3,2021-2022
22/12/2021,Granada,Ath Madrid,2,1,6,15,4,3,4,1,2021-2022
22/12/2021,Ath Bilbao,Real Madrid,1,2,15,12,2,7,2,2,2021-2022
31/12/2021,Valencia,Espanol,1,2,12,15,2,4,7,3,2021-2022
02/01/2022,Getafe,Real Madrid,1,0,6,14,3,4,3,2,2021-2022
02/01/2022,Ath Madrid,Vallecano,2,0,15,5,5,0,3,0,2021-2022
02/01/2022,Elche,Granada,0,0,18,10,2,5,3,3,2021-2022
02/01/2022,Alaves,Sociedad,1,1,19,10,5,4,3,3,2021-2022
02/01/2022,Betis,Celta,0,2,18,7,7,5,1,2,2021-2022
02/01/2022,Mallorca,Barcelona,0,1,13,13,3,4,5,2,2021-2022
03/01/2022,Villarreal,Levante,5,0,17,7,7,3,3,2,2021-2022
03/01/2022,Osasuna,Ath Bilbao,1,3,15,17,4,5,5,2,2021-2022
03/01/2022,Cadiz,Sevilla,0,1,9,14,2,4,0,1,2021-2022
08/01/2022,Levante,Mallorca,2,0,16,15,8,8,3,1,2021-2022
08/01/2022,Sociedad,Celta,1,0,12,4,3,0,3,3,2021-2022
08/01/2022,Granada,Barcelona,1,1,14,13,4,1,2,5,2021-2022
08/01/2022,Real Madrid,Valencia,4,1,23,12,8,7,3,3,2021-2022
09/01/2022,Vallecano,Betis,1,1,17,9,7,5,1,3,2021-2022
09/01/2022,Sevilla,Getafe,1,0,10,4,1,2,1,3,2021-2022
09/01/2022,Alaves,Ath Bilbao,0,0,12,10,1,2,2,0,2021-2022
09/01/2022,Osasuna,Cadiz,2,0,15,6,5,1,2,2,2021-2022
09/01/2022,Villarreal,Ath Madrid,2,2,13,7,3,5,0,2,2021-2022
10/01/2022,Espanol,Elche,1,2,8,3,3,2,4,6,2021-2022
16/01/2022,Elche,Villarreal,1,0,5,9,2,4,4,3,2021-2022
18/01/2022,Betis,Alaves,4,0,18,9,5,2,2,0,2021-2022
18/01/2022,Cadiz,Espanol,2,2,10,14,4,7,5,1,2021-2022
19/01/2022,Celta,Osasuna,2,0,5,9,3,0,1,2,2021-2022
19/01/2022,Valencia,Sevilla,1,1,10,12,2,3,3,3,2021-2022
20/01/2022,Getafe,Granada,4,2,12,7,4,4,3,4,2021-2022
21/01/2022,Espanol,Betis,1,4,12,15,4,8,3,4,2021-2022
22/01/2022,Levante,Cadiz,0,2,15,8,8,2,4,6,2021-2022
22/01/2022,Villarreal,Mallorca,3,0,12,8,6,2,1,2,2021-2022
22/01/2022,Sevilla,Celta,2,2,16,6,5,4,1,4,2021-2022
22/01/2022,Ath Madrid,Valencia,3,2,16,7,6,3,5,6,2021-2022
23/01/2022,Granada,Osasuna,0,2,6,16,2,7,0,2,2021-2022
23/01/2022,Real Madrid,Elche,2,2,23,3,8,2,3,1,2021-2022
23/01/2022,Sociedad,Getafe,0,0,9,9,3,2,1,1,2021-2022
23/01/2022,Vallecano,Ath Bilbao,0,1,29,9,3,3,1,6,2021-2022
23/01/2022,Alaves,Barcelona,0,1,6,10,2,4,0,0,2021-2022
04/02/2022,Getafe,Levante,3,0,14,11,8,2,4,3,2021-2022
05/02/2022,Elche,Alaves,3,1,14,6,4,2,1,1,2021-2022
05/02/2022,Mallorca,Cadiz,2,1,17,12,5,5,2,4,2021-2022
05/02/2022,Celta,Vallecano,2,0,13,11,3,0,0,2,2021-2022
05/02/2022,Osasuna,Sevilla,0,0,9,9,3,4,1,1,2021-2022
06/02/2022,Valencia,Sociedad,0,0,14,8,3,2,4,2,2021-2022
06/02/2022,Barcelona,Ath Madrid,4,2,9,10,4,4,2,2,2021-2022
06/02/2022,Betis,Villarreal,0,2,9,9,3,3,2,3,2021-2022
06/02/2022,Real Madrid,Granada,1,0,24,7,11,3,2,1,2021-2022
07/02/2022,Ath Bilbao,Espanol,2,1,7,7,4,3,3,3,2021-2022
11/02/2022,Sevilla,Elche,2,0,14,7,6,1,1,5,2021-2022
12/02/2022,Cadiz,Celta,0,0,8,6,2,1,3,2,2021-2022
12/02/2022,Villarreal,Real Madrid,0,0,9,17,2,6,2,4,2021-2022
12/02/2022,Vallecano,Osasuna,0,3,10,12,3,5,2,1,2021-2022
12/02/2022,Ath Madrid,Getafe,4,3,11,10,7,4,3,4,2021-2022
13/02/2022,Alaves,Valencia,2,1,9,9,5,4,4,3,2021-2022
13/02/2022,Levante,Betis,2,4,12,19,4,11,1,2,2021-2022
13/02/2022,Sociedad,Granada,2,0,18,15,8,2,0,2,2021-2022
13/02/2022,Espanol,Barcelona,2,2,10,12,4,4,5,4,2021-2022
14/02/2022,Mallorca,Ath Bilbao,3,2,16,7,5,2,6,4,2021-2022
16/02/2022,Ath Madrid,Levante,0,1,10,8,1,5,3,4,2021-2022
18/02/2022,Elche,Vallecano,2,1,9,13,5,2,2,4,2021-2022
19/02/2022,Granada,Villarreal,1,4,20,15,5,7,3,6,2021-2022
19/02/2022,Osasuna,Ath Madrid,0,3,14,5,4,4,1,2,2021-2022
19/02/2022,Cadiz,Getafe,1,1,9,6,2,1,3,4,2021-2022
19/02/2022,Real Madrid,Alaves,3,0,22,7,9,2,1,1,2021-2022
20/02/2022,Espanol,Sevilla,1,1,11,7,4,2,4,5,2021-2022
20/02/2022,Valencia,Barcelona,1,4,11,6,5,6,3,4,2021-2022
20/02/2022,Betis,Mallorca,2,1,14,10,5,1,3,2,2021-2022
20/02/2022,Ath Bilbao,Sociedad,4,0,18,9,8,2,4,1,2021-2022
21/02/2022,Celta,Levante,1,1,8,13,4,3,3,5,2021-2022
25/02/2022,Levante,Elche,3,0,11,8,4,3,1,2,2021-2022
26/02/2022,Mallorca,Valencia,0,1,23,8,3,4,4,6,2021-2022
26/02/2022,Getafe,Alaves,2,2,12,7,3,3,2,4,2021-2022
26/02/2022,Vallecano,Real Madrid,0,1,19,13,5,6,5,3,2021-2022
26/02/2022,Ath Madrid,Celta,2,0,13,16,6,2,4,3,2021-2022
27/02/2022,Villarreal,Espanol,5,1,19,7,11,2,2,1,2021-2022
27/02/2022,Sevilla,Betis,2,1,12,10,3,2,6,3,2021-2022
27/02/2022,Sociedad,Osasuna,1,0,11,11,5,1,0,4,2021-2022
27/02/2022,Barcelona,Ath Bilbao,4,0,17,6,7,3,2,1,2021-2022
28/02/2022,Granada,Cadiz,0,0,6,12,1,4,3,3,2021-2022
02/03/2022,Mallorca,Sociedad,0,2,13,13,1,3,0,2,2021-2022
04/03/2022,Alaves,Sevilla,0,0,14,13,2,4,3,1,2021-2022
05/03/2022,Osasuna,Villarreal,1,0,12,10,3,1,1,0,2021-2022
05/03/2022,Espanol,Getafe,2,0,4,12,1,3,6,5,2021-2022
05/03/2022,Valencia,Granada,3,1,12,7,4,0,3,3,2021-2022
05/03/2022,Real Madrid,Sociedad,4,1,18,1,8,1,0,2,2021-2022
06/03/2022,Cadiz,Vallecano,2,0,13,14,7,3,5,3,2021-2022
06/03/2022,Elche,Barcelona,1,2,13,20,3,9,2,6,2021-2022
06/03/2022,Celta,Mallorca,4,3,16,12,8,3,5,4,2021-2022
06/03/2022,Betis,Ath Madrid,1,3,18,8,6,6,5,3,2021-2022
07/03/2022,Ath Bilbao,Levante,3,1,17,5,9,2,1,2,2021-2022
11/03/2022,Ath Madrid,Cadiz,2,1,6,14,5,3,4,1,2021-2022
12/03/2022,Levante,Espanol,1,1,14,6,3,1,4,4,2021-2022
12/03/2022,Granada,Elche,0,1,15,13,4,2,3,6,2021-2022
12/03/2022,Villarreal,Celta,1,0,10,12,3,2,1,1,2021-2022
12/03/2022,Getafe,Valencia,0,0,16,6,6,0,6,5,2021-2022
13/03/2022,Vallecano,Sevilla,1,1,10,3,2,2,0,1,2021-2022
13/03/2022,Betis,Ath Bilbao,1,0,8,11,5,2,4,5,2021-2022
13/03/2022,Sociedad,Alaves,1,0,15,13,6,4,1,1,2021-2022
13/03/2022,Barcelona,Osasuna,4,0,24,4,9,3,0,4,2021-2022
14/03/2022,Mallorca,Real Madrid,0,3,14,11,3,5,3,3,2021-2022
18/03/2022,Ath Bilbao,Getafe,1,1,22,7,11,2,4,5,2021-2022
19/03/2022,Alaves,Granada,2,3,11,12,6,3,4,6,2021-2022
19/03/2022,Elche,Valencia,0,1,8,8,2,3,3,3,2021-2022
19/03/2022,Osasuna,Levante,3,1,20,13,7,4,0,1,2021-2022
19/03/2022,Vallecano,Ath Madrid,0,1,15,11,3,3,0,0,2021-2022
20/03/2022,Espanol,Mallorca,1,0,12,9,3,3,3,3,2021-2022
20/03/2022,Cadiz,Villarreal,1,0,16,3,7,1,3,2,2021-2022
20/03/2022,Celta,Betis,0,0,9,7,3,1,1,2,2021-2022
20/03/2022,Sevilla,Sociedad,0,0,10,13,0,2,0,3,2021-2022
20/03/2022,Real Madrid,Barcelona,0,4,14,18,4,10,4,4,2021-2022
02/04/2022,Getafe,Mallorca,1,0,16,7,3,1,5,6,2021-2022
02/04/2022,Levante,Villarreal,2,0,13,13,4,2,4,2,2021-2022
02/04/2022,Celta,Real Madrid,1,2,10,12,4,6,3,0,2021-2022
02/04/2022,Ath Madrid,Alaves,4,1,14,7,8,1,1,0,2021-2022
03/04/2022,Ath Bilbao,Elche,2,1,16,6,6,2,2,4,2021-2022
03/04/2022,Betis,Osasuna,4,1,24,10,8,3,1,3,2021-2022
03/04/2022,Granada,Vallecano,2,2,17,10,9,4,4,5,2021-2022
03/04/2022,Valencia,Cadiz,0,0,5,4,1,3,3,6,2021-2022
03/04/2022,Barcelona,Sevilla,1,0,19,8,6,3,3,3,2021-2022
04/04/2022,Sociedad,Espanol,1,0,17,8,6,2,2,4,2021-2022
08/04/2022,Sevilla,Granada,4,2,16,15,8,5,2,2,2021-2022
09/04/2022,Cadiz,Betis,1,2,10,10,4,3,1,2,2021-2022
09/04/2022,Mallorca,Ath Madrid,1,0,10,9,3,1,1,4,2021-2022
09/04/2022,Villarreal,Ath Bilbao,1,1,11,12,5,6,2,3,2021-2022
09/04/2022,Real Madrid,Getafe,2,0,26,8,8,0,2,2,2021-2022
10/04/2022,Osasuna,Alaves,1,0,15,8,4,2,3,1,2021-2022
10/04/2022,Espanol,Celta,1,0,11,10,2,5,4,1,2021-2022
10/04/2022,Elche,Sociedad,1,2,10,17,1,6,3,3,2021-2022
10/04/2022,Levante,Barcelona,2,3,11,14,6,7,1,1,2021-2022
11/04/2022,Vallecano,Valencia,1,1,11,6,4,2,3,4,2021-2022
15/04/2022,Sociedad,Betis,0,0,9,9,2,2,4,4,2021-2022
16/04/2022,Elche,Mallorca,3,0,6,13,2,2,2,3,2021-2022
16/04/2022,Alaves,Vallecano,1,0,11,20,5,3,2,3,2021-2022
16/04/2022,Valencia,Osasuna,1,2,11,9,4,3,1,2,2021-2022
16/04/2022,Getafe,Villarreal,1,2,12,11,5,6,2,0,2021-2022
17/04/2022,Granada,Levante,1,4,16,17,4,8,5,2,2021-2022
17/04/2022,Ath Madrid,Espanol,2,1,10,11,3,5,5,5,2021-2022
17/04/2022,Ath Bilbao,Celta,0,2,10,6,2,4,2,2,2021-2022
17/04/2022,Sevilla,Real Madrid,2,3,7,15,2,6,3,4,2021-2022
18/04/2022,Barcelona,Cadiz,0,1,18,6,6,4,4,1,2021-2022
19/04/2022,Mallorca,Alaves,2,1,5,12,3,4,2,6,2021-2022
19/04/2022,Betis,Elche,0,1,18,9,3,1,2,3,2021-2022
19/04/2022,Villarreal,Valencia,2,0,12,5,5,1,2,3,2021-2022
20/04/2022,Ath Madrid,Granada,0,0,22,7,1,2,4,5,2021-2022
20/04/2022,Celta,Getafe,0,2,9,6,2,3,2,5,2021-2022
20/04/2022,Osasuna,Real Madrid,1,3,12,23,3,11,1,3,2021-2022
21/04/2022,Espanol,Vallecano,0,1,6,13,2,2,4,4,2021-2022
21/04/2022,Levante,Sevilla,2,3,15,13,6,6,1,5,2021-2022
21/04/2022,Cadiz,Ath Bilbao,2,3,27,9,8,7,3,5,2021-2022
21/04/2022,Sociedad,Barcelona,0,1,8,11,5,1,1,2,2021-2022
24/04/2022,Barcelona,Vallecano,0,1,18,3,5,1,4,6,2021-2022
29/04/2022,Sevilla,Cadiz,1,1,11,10,6,4,2,2,2021-2022
30/04/2022,Alaves,Villarreal,2,1,11,16,5,6,5,2,2021-2022
30/04/2022,Real Madrid,Espanol,4,0,11,20,5,6,2,0,2021-2022
30/04/2022,Valencia,Levante,1,1,6,24,1,6,4,3,2021-2022
30/04/2022,Ath Bilbao,Ath Madrid,2,0,11,9,4,3,3,3,2021-2022
01/05/2022,Elche,Osasuna,1,1,11,9,4,3,4,2,2021-2022
01/05/2022,Granada,Celta,1,1,15,13,6,6,1,3,2021-2022
01/05/2022,Vallecano,Sociedad,1,1,13,8,7,3,2,1,2021-2022
01/05/2022,Barcelona,Mallorca,2,1,17,6,5,2,2,3,2021-2022
02/05/2022,Getafe,Betis,0,0,13,9,2,4,1,1,2021-2022
06/05/2022,Levante,Sociedad,2,1,16,21,7,6,2,3,2021-2022
07/05/2022,Mallorca,Granada,2,6,18,14,8,7,3,2,2021-2022
07/05/2022,Ath Bilbao,Valencia,0,0,10,4,5,1,4,4,2021-2022
07/05/2022,Cadiz,Elche,3,0,17,4,7,2,1,0,2021-2022
07/05/2022,Celta,Alaves,4,0,15,3,7,1,1,3,2021-2022
07/05/2022,Betis,Barcelona,1,2,14,11,5,5,1,2,2021-2022
08/05/2022,Getafe,Vallecano,0,0,12,12,6,1,3,4,2021-2022
08/05/2022,Villarreal,Sevilla,1,1,14,7,6,2,3,0,2021-2022
08/05/2022,Espanol,Osasuna,1,1,12,12,3,5,1,3,2021-2022
08/05/2022,Ath Madrid,Real Madrid,1,0,16,15,2,6,2,4,2021-2022
10/05/2022,Valencia,Betis,0,3,19,9,5,5,1,3,2021-2022
10/05/2022,Granada,Ath Bilbao,1,0,12,8,2,1,4,2,2021-2022
10/05/2022,Barcelona,Celta,3,1,10,13,4,5,3,0,2021-2022
11/05/2022,Alaves,Espanol,2,1,27,5,9,3,3,3,2021-2022
11/05/2022,Osasuna,Getafe,1,1,12,6,1,0,2,4,2021-2022
11/05/2022,Sevilla,Mallorca,0,0,18,10,4,2,4,6,2021-2022
11/05/2022,Elche,Ath Madrid,0,2,9,11,0,6,2,2,2021-2022
12/05/2022,Sociedad,Cadiz,3,0,13,14,7,1,4,2,2021-2022
12/05/2022,Vallecano,Villarreal,1,5,17,11,3,8,5,2,2021-2022
12/05/2022,Real Madrid,Levante,6,0,27,16,16,1,2,1,2021-2022
14/05/2022,Espanol,Valencia,1,1,5,18,3,5,4,1,2021-2022
15/05/2022,Ath Bilbao,Osasuna,2,0,14,8,8,1,0,0,2021-2022
15/05/2022,Ath Madrid,Sevilla,1,1,12,8,3,4,2,5,2021-2022
15/05/2022,Betis,Granada,2,0,11,14,4,4,0,1,2021-2022
15/05/2022,Cadiz,Real Madrid,1,1,21,16,7,7,7,2,2021-2022
15/05/2022,Celta,Elche,1,0,14,10,5,1,2,2,2021-2022
15/05/2022,Getafe,Barcelona,0,0,9,5,3,1,1,2,2021-2022
15/05/2022,Levante,Alaves,3,1,15,6,5,2,8,6,2021-2022
15/05/2022,Mallorca,Vallecano,2,1,12,11,5,4,1,0,2021-2022
15/05/2022,Villarreal,Sociedad,1,2,10,11,4,6,4,2,2021-2022
20/05/2022,Real Madrid,Betis,0,0,17,11,3,2,0,0,2021-2022
20/05/2022,Vallecano,Levante,2,4,19,14,8,7,0,3,2021-2022
21/05/2022,Valencia,Celta,2,0,10,9,3,3,3,3,2021-2022
22/05/2022,Elche,Getafe,3,1,19,7,9,2,2,2,2021-2022
22/05/2022,Alaves,Cadiz,0,1,9,13,2,6,0,1,2021-2022
22/05/2022,Granada,Espanol,0,0,15,10,5,5,1,0,2021-2022
22/05/2022,Osasuna,Mallorca,0,2,11,14,1,6,2,2,2021-2022
22/05/2022,Barcelona,Villarreal,0,2,14,4,3,3,3,1,2021-2022
22/05/2022,Sevilla,Ath Bilbao,1,0,13,9,3,1,3,3,2021-2022
22/05/2022,Sociedad,Ath Madrid,1,2,12,6,3,5,4,2,2021-2022
12/08/2022,Osasuna,Sevilla,2,1,12,10,5,3,5,3,2022-2023
13/08/2022,Celta,Espanol,2,2,8,10,3,2,5,2,2022-2023
13/08/2022,Valladolid,Villarreal,0,3,12,10,6,4,1,0,2022-2023
13/08/2022,Barcelona,Vallecano,0,0,21,4,6,2,3,6,2022-2023
14/08/2022,Cadiz,Sociedad,0,1,7,15,2,7,4,2,2022-2023
14/08/2022,Valencia,Girona,1,0,17,5,2,1,2,3,2022-2023
14/08/2022,Almeria,Real Madrid,1,2,10,29,6,15,3,1,2022-2023
15/08/2022,Ath Bilbao,Mallorca,0,0,23,6,6,2,0,6,2022-2023
15/08/2022,Getafe,Ath Madrid,0,3,10,12,0,5,2,1,2022-2023
15/08/2022,Betis,Elche,3,0,17,4,8,2,3,6,2022-2023
19/08/2022,Espanol,Vallecano,0,2,13,8,1,3,2,5,2022-2023
19/08/2022,Sevilla,Valladolid,1,1,18,6,2,3,3,2,2022-2023
20/08/2022,Osasuna,Cadiz,2,0,16,9,3,2,2,5,2022-2023
20/08/2022,Mallorca,Betis,1,2,13,8,7,3,7,8,2022-2023
20/08/2022,Celta,Real Madrid,1,4,15,16,2,7,2,2,2022-2023
21/08/2022,Ath Bilbao,Valencia,1,0,12,10,2,0,5,2,2022-2023
21/08/2022,Ath Madrid,Villarreal,0,2,13,19,5,5,2,3,2022-2023
21/08/2022,Sociedad,Barcelona,1,4,10,15,5,7,2,1,2022-2023
22/08/2022,Elche,Almeria,1,1,13,12,3,7,1,4,2022-2023
22/08/2022,Girona,Getafe,3,1,12,7,6,3,3,6,2022-2023
26/08/2022,Girona,Celta,0,1,11,11,3,6,2,1,2022-2023
26/08/2022,Betis,Osasuna,1,0,7,12,1,2,0,3,2022-2023
27/08/2022,Elche,Sociedad,0,1,12,9,5,5,3,3,2022-2023
27/08/2022,Vallecano,Mallorca,0,2,15,9,0,4,1,3,2022-2023
27/08/2022,Almeria,Sevilla,2,1,11,13,5,5,5,8,2022-2023
28/08/2022,Getafe,Villarreal,0,0,8,11,2,6,1,5,2022-2023
28/08/2022,Barcelona,Valladolid,4,0,24,8,9,3,0,3,2022-2023
28/08/2022,Espanol,Real Madrid,1,3,15,19,4,6,0,0,2022-2023
29/08/2022,Cadiz,Ath Bilbao,0,4,9,20,3,8,2,1,2022-2023
29/08/2022,Valencia,Ath Madrid,0,1,12,13,2,7,4,3,2022-2023
02/09/2022,Celta,Cadiz,3,0,9,7,5,0,1,2,2022-2023
03/09/2022,Mallorca,Girona,1,1,10,10,4,4,4,2,2022-2023
03/09/2022,Real Madrid,Betis,2,1,22,8,4,4,0,1,2022-2023
03/09/2022,Sociedad,Ath Madrid,1,1,12,15,5,7,5,4,2022-2023
03/09/2022,Sevilla,Barcelona,0,3,9,18,4,7,2,4,2022-2023
04/09/2022,Osasuna,Vallecano,2,1,13,5,6,3,2,2,2022-2023
04/09/2022,Ath Bilbao,Espanol,0,1,17,9,2,2,3,2,2022-2023
04/09/2022,Villarreal,Elche,4,0,18,7,10,0,1,3,2022-2023
04/09/2022,Valencia,Getafe,5,1,24,7,9,4,3,6,2022-2023
05/09/2022,Valladolid,Almeria,1,0,14,12,6,1,1,6,2022-2023
09/09/2022,Girona,Valladolid,2,1,14,14,5,4,0,2,2022-2023
10/09/2022,Vallecano,Valencia,2,1,14,17,6,4,5,2,2022-2023
10/09/2022,Espanol,Sevilla,2,3,19,11,5,7,3,5,2022-2023
10/09/2022,Cadiz,Barcelona,0,4,6,16,0,8,1,2,2022-2023
10/09/2022,Ath Madrid,Celta,4,1,10,14,4,3,2,3,2022-2023
11/09/2022,Real Madrid,Mallorca,4,1,22,5,7,2,3,5,2022-2023
11/09/2022,Elche,Ath Bilbao,1,4,9,16,2,8,3,0,2022-2023
11/09/2022,Getafe,Sociedad,2,1,8,13,3,6,4,1,2022-2023
11/09/2022,Betis,Villarreal,1,0,16,14,5,3,1,1,2022-2023
12/09/2022,Almeria,Osasuna,0,1,7,15,2,4,0,2,2022-2023
16/09/2022,Valladolid,Cadiz,0,1,18,7,6,1,1,4,2022-2023
17/09/2022,Mallorca,Almeria,1,0,5,9,2,3,3,6,2022-2023
17/09/2022,Barcelona,Elche,3,0,25,1,9,1,2,2,2022-2023
17/09/2022,Valencia,Celta,3,0,14,6,7,2,3,2,2022-2023
17/09/2022,Ath Bilbao,Vallecano,3,2,14,11,7,2,1,2,2022-2023
18/09/2022,Osasuna,Getafe,0,2,12,10,4,4,7,3,2022-2023
18/09/2022,Villarreal,Sevilla,1,1,17,12,7,1,1,5,2022-2023
18/09/2022,Betis,Girona,2,1,9,8,3,3,0,3,2022-2023
18/09/2022,Sociedad,Espanol,2,1,14,14,6,4,3,0,2022-2023
18/09/2022,Ath Madrid,Real Madrid,1,2,12,6,5,3,4,2,2022-2023
30/09/2022,Ath Bilbao,Almeria,4,0,17,8,4,2,1,3,2022-2023
01/10/2022,Cadiz,Villarreal,0,0,10,14,2,6,2,3,2022-2023
01/10/2022,Getafe,Valladolid,2,3,14,14,6,7,2,4,2022-2023
01/10/2022,Sevilla,Ath Madrid,0,2,14,20,3,6,3,2,2022-2023
01/10/2022,Mallorca,Barcelona,0,1,13,11,3,3,2,4,2022-2023
02/10/2022,Espanol,Valencia,2,2,10,12,5,5,2,1,2022-2023
02/10/2022,Celta,Betis,1,0,11,9,4,4,4,3,2022-2023
02/10/2022,Girona,Sociedad,3,5,16,11,8,5,3,1,2022-2023
02/10/2022,Real Madrid,Osasuna,1,1,22,8,4,2,1,2,2022-2023
03/10/2022,Vallecano,Elche,2,1,15,5,6,2,1,8,2022-2023
07/10/2022,Osasuna,Valencia,1,2,11,15,2,7,3,6,2022-2023
08/10/2022,Almeria,Vallecano,3,1,10,12,4,4,4,2,2022-2023
08/10/2022,Ath Madrid,Girona,2,1,13,11,7,4,3,1,2022-2023
08/10/2022,Sevilla,Ath Bilbao,1,1,10,21,3,4,4,0,2022-2023
08/10/2022,Getafe,Real Madrid,0,1,9,19,2,4,0,0,2022-2023
09/10/2022,Valladolid,Betis,0,0,12,4,3,1,1,1,2022-2023
09/10/2022,Cadiz,Espanol,2,2,8,9,3,6,4,4,2022-2023
09/10/2022,Sociedad,Villarreal,1,0,17,5,5,1,5,3,2022-2023
09/10/2022,Barcelona,Celta,1,0,13,14,5,3,2,4,2022-2023
10/10/2022,Elche,Mallorca,1,1,7,11,2,4,4,5,2022-2023
14/10/2022,Vallecano,Getafe,0,0,16,6,3,3,2,3,2022-2023
15/10/2022,Girona,Cadiz,1,1,23,9,6,2,5,4,2022-2023
15/10/2022,Valencia,Elche,2,2,20,8,8,6,3,6,2022-2023
15/10/2022,Mallorca,Sevilla,0,1,9,4,5,1,2,3,2022-2023
15/10/2022,Ath Bilbao,Ath Madrid,0,1,13,3,3,1,0,6,2022-2023
16/10/2022,Celta,Sociedad,1,2,10,8,3,6,5,7,2022-2023
16/10/2022,Real Madrid,Barcelona,3,1,8,18,4,5,2,2,2022-2023
16/10/2022,Espanol,Valladolid,1,0,15,14,3,2,1,4,2022-2023
16/10/2022,Betis,Almeria,3,1,15,12,6,5,1,1,2022-2023
17/10/2022,Villarreal,Osasuna,2,0,12,14,9,3,2,6,2022-2023
18/10/2022,Sevilla,Valencia,1,1,18,13,5,5,4,7,2022-2023
18/10/2022,Getafe,Ath Bilbao,2,2,11,14,4,4,7,4,2022-2023
18/10/2022,Ath Madrid,Vallecano,1,1,12,14,4,4,3,0,2022-2023
19/10/2022,Cadiz,Betis,0,0,13,12,3,3,1,2,2022-2023
19/10/2022,Valladolid,Celta,4,1,9,22,7,5,1,1,2022-2023
19/10/2022,Sociedad,Mallorca,1,0,14,12,7,3,1,2,2022-2023
19/10/2022,Elche,Real Madrid,0,3,10,10,3,7,1,1,2022-2023
20/10/2022,Almeria,Girona,3,2,13,14,7,5,1,3,2022-2023
20/10/2022,Osasuna,Espanol,1,0,17,5,5,3,1,2,2022-2023
20/10/2022,Barcelona,Villarreal,3,0,16,5,5,1,0,1,2022-2023
22/10/2022,Vallecano,Cadiz,5,1,28,3,11,0,1,4,2022-2023
22/10/2022,Valladolid,Sociedad,1,0,9,20,2,2,2,3,2022-2023
22/10/2022,Valencia,Mallorca,1,2,13,10,3,5,3,5,2022-2023
22/10/2022,Real Madrid,Sevilla,3,1,18,9,6,2,1,4,2022-2023
23/10/2022,Espanol,Elche,2,2,13,9,5,4,2,3,2022-2023
23/10/2022,Betis,Ath Madrid,1,2,17,9,4,3,2,3,2022-2023
23/10/2022,Girona,Osasuna,1,1,7,9,1,2,2,3,2022-2023
23/10/2022,Villarreal,Almeria,2,1,11,15,5,4,4,1,2022-2023
23/10/2022,Barcelona,Ath Bilbao,4,0,10,5,7,3,2,2,2022-2023
24/10/2022,Celta,Getafe,1,1,17,4,5,1,1,1,2022-2023
28/10/2022,Mallorca,Espanol,1,1,12,7,5,2,4,1,2022-2023
29/10/2022,Almeria,Celta,3,1,19,8,5,3,4,0,2022-2023
29/10/2022,Cadiz,Ath Madrid,3,2,10,15,7,7,2,4,2022-2023
29/10/2022,Sevilla,Vallecano,0,1,10,15,4,5,6,1,2022-2023
29/10/2022,Valencia,Barcelona,0,1,3,13,2,2,4,5,2022-2023
30/10/2022,Osasuna,Valladolid,2,0,20,7,10,2,1,3,2022-2023
30/10/2022,Real Madrid,Girona,1,1,19,8,6,2,3,3,2022-2023
30/10/2022,Ath Bilbao,Villarreal,1,0,19,6,7,3,2,1,2022-2023
30/10/2022,Sociedad,Betis,0,2,14,10,7,4,4,4,2022-2023
31/10/2022,Elche,Getafe,0,1,12,8,5,3,0,3,2022-2023
04/11/2022,Girona,Ath Bilbao,2,1,19,11,10,7,1,1,2022-2023
05/11/2022,Getafe,Cadiz,0,0,13,15,2,4,5,2,2022-2023
05/11/2022,Valladolid,Elche,2,1,16,4,11,2,2,0,2022-2023
05/11/2022,Celta,Osasuna,1,2,13,8,5,4,1,5,2022-2023
05/11/2022,Barcelona,Almeria,2,0,27,4,13,1,2,1,2022-2023
06/11/2022,Ath Madrid,Espanol,1,1,27,6,7,2,3,5,2022-2023
06/11/2022,Sociedad,Valencia,1,1,9,14,4,3,2,0,2022-2023
06/11/2022,Villarreal,Mallorca,0,2,9,7,2,5,4,6,2022-2023
06/11/2022,Betis,Sevilla,1,1,9,22,4,6,4,5,2022-2023
07/11/2022,Vallecano,Real Madrid,3,2,15,16,7,2,4,5,2022-2023
08/11/2022,Elche,Girona,1,2,11,21,2,3,3,2,2022-2023
08/11/2022,Ath Bilbao,Valladolid,3,0,19,8,6,0,3,1,2022-2023
08/11/2022,Osasuna,Barcelona,1,2,15,9,3,3,4,4,2022-2023
