fecha,local,visitante,goles_local,goles_visitante,tiros_local,tiros_visitante,tiros_puerta_local,tiros_puerta_visitante,amarillas_local,amarillas_visitante,temporada
22/10/2023,Barcelona,Ath Bilbao,1,0,12,10,7,3,3,3,2023-2024
23/10/2023,Valencia,Cadiz,2,0,12,5,4,4,0,3,2023-2024
27/10/2023,Girona,Celta,1,0,12,4,2,2,3,2,2023-2024
28/10/2023,Almeria,Las Palmas,1,2,10,10,4,3,3,1,2023-2024
28/10/2023,Barcelona,Real Madrid,1,2,15,13,3,4,2,1,2023-2024
28/10/2023,Mallorca,Getafe,0,0,15,8,4,0,0,1,2023-2024
28/10/2023,Cadiz,Sevilla,2,2,10,20,5,10,6,4,2023-2024
29/10/2023,Betis,Osasuna,2,1,9,7,2,1,3,4,2023-2024
29/10/2023,Vallecano,Sociedad,2,2,16,15,7,3,3,2,2023-2024
29/10/2023,Ath Bilbao,Valencia,2,2,12,11,7,5,3,1,2023-2024
29/10/2023,Ath Madrid,Alaves,2,1,11,8,7,1,3,2,2023-2024
30/10/2023,Granada,Villarreal,2,3,18,6,8,5,0,4,2023-2024
03/11/2023,Las Palmas,Ath Madrid,2,1,9,13,3,5,0,3,2023-2024
04/11/2023,Osasuna,Girona,2,4,15,11,3,4,5,3,2023-2024
04/11/2023,Betis,Mallorca,2,0,22,8,3,1,1,4,2023-2024
04/11/2023,Celta,Sevilla,1,1,15,13,3,5,2,5,2023-2024
04/11/2023,Sociedad,Barcelona,0,1,13,12,6,4,3,3,2023-2024
05/11/2023,Alaves,Almeria,1,0,23,9,3,3,2,3,2023-2024
05/11/2023,Valencia,Granada,1,0,11,6,2,1,3,5,2023-2024
05/11/2023,Villarreal,Ath Bilbao,2,3,17,17,6,7,4,4,2023-2024
05/11/2023,Real Madrid,Vallecano,0,0,22,4,5,0,3,5,2023-2024
06/11/2023,Getafe,Cadiz,1,0,13,6,3,2,7,1,2023-2024
10/11/2023,Ath Bilbao,Celta,4,3,21,13,12,5,2,2,2023-2024
11/11/2023,Vallecano,Girona,1,2,22,19,9,7,1,2,2023-2024
11/11/2023,Almeria,Sociedad,1,3,7,18,2,6,2,2,2023-2024
11/11/2023,Granada,Getafe,1,1,12,10,6,6,4,2,2023-2024
11/11/2023,Osasuna,Las Palmas,1,1,11,6,3,1,1,1,2023-2024
11/11/2023,Real Madrid,Valencia,5,1,16,10,7,4,1,3,2023-2024
12/11/2023,Barcelona,Alaves,2,1,11,8,6,1,2,1,2023-2024
12/11/2023,Sevilla,Betis,1,1,13,14,4,6,1,1,2023-2024
12/11/2023,Ath Madrid,Villarreal,3,1,25,11,10,7,0,2,2023-2024
24/11/2023,Alaves,Granada,3,1,8,11,5,4,1,3,2023-2024
25/11/2023,Vallecano,Barcelona,1,1,10,15,4,4,3,4,2023-2024
25/11/2023,Valencia,Celta,0,0,8,13,0,1,3,2,2023-2024
25/11/2023,Getafe,Almeria,2,1,18,13,5,4,2,4,2023-2024
25/11/2023,Ath Madrid,Mallorca,1,0,20,8,3,1,0,0,2023-2024
26/11/2023,Villarreal,Osasuna,3,1,10,15,3,7,0,0,2023-2024
26/11/2023,Sociedad,Sevilla,2,1,11,8,8,2,2,1,2023-2024
26/11/2023,Cadiz,Real Madrid,0,3,13,14,4,5,3,3,2023-2024
26/11/2023,Betis,Las Palmas,1,0,12,15,6,4,1,2,2023-2024
27/11/2023,Girona,Ath Bilbao,1,1,12,13,2,6,1,1,2023-2024
29/11/2023,Mallorca,Cadiz,1,1,16,6,3,3,2,3,2023-2024
01/12/2023,Las Palmas,Getafe,2,0,11,12,6,4,0,5,2023-2024
02/12/2023,Girona,Valencia,2,1,9,9,5,3,2,3,2023-2024
02/12/2023,Ath Bilbao,Vallecano,4,0,9,11,4,3,1,2,2023-2024
02/12/2023,Real Madrid,Granada,2,0,11,1,4,0,2,1,2023-2024
02/12/2023,Osasuna,Sociedad,1,1,9,17,3,5,3,3,2023-2024
03/12/2023,Mallorca,Alaves,0,0,7,7,3,4,4,2,2023-2024
03/12/2023,Almeria,Betis,0,0,20,6,8,2,0,3,2023-2024
03/12/2023,Sevilla,Villarreal,1,1,18,5,4,4,3,2,2023-2024
03/12/2023,Barcelona,Ath Madrid,1,0,13,9,2,4,5,4,2023-2024
04/12/2023,Celta,Cadiz,1,1,26,2,7,1,1,6,2023-2024
08/12/2023,Getafe,Valencia,1,0,8,3,6,0,2,4,2023-2024
09/12/2023,Alaves,Las Palmas,0,1,19,9,5,2,3,4,2023-2024
09/12/2023,Betis,Real Madrid,1,1,14,12,6,2,2,1,2023-2024
09/12/2023,Villarreal,Sociedad,0,3,20,16,4,5,2,1,2023-2024
09/12/2023,Mallorca,Sevilla,1,0,6,19,3,5,2,2,2023-2024
10/12/2023,Ath Madrid,Almeria,2,1,13,19,4,5,1,0,2023-2024
10/12/2023,Cadiz,Osasuna,1,1,12,13,5,5,1,2,2023-2024
10/12/2023,Barcelona,Girona,2,4,31,15,11,7,1,2,2023-2024
11/12/2023,Granada,Ath Bilbao,1,1,7,19,4,4,0,2,2023-2024
11/12/2023,Vallecano,Celta,0,0,17,4,4,2,3,0,2023-2024
15/12/2023,Osasuna,Vallecano,1,0,10,9,4,3,2,3,2023-2024
16/12/2023,Celta,Granada,1,0,11,7,4,2,6,2,2023-2024
16/12/2023,Ath Bilbao,Ath Madrid,2,0,16,7,7,3,0,1,2023-2024
16/12/2023,Sevilla,Getafe,0,3,12,14,4,7,3,3,2023-2024
16/12/2023,Valencia,Barcelona,1,1,11,16,4,8,1,2,2023-2024
17/12/2023,Almeria,Mallorca,0,0,7,20,1,2,2,1,2023-2024
17/12/2023,Sociedad,Betis,0,0,12,12,4,3,3,4,2023-2024
17/12/2023,Las Palmas,Cadiz,1,1,7,13,2,5,1,3,2023-2024
17/12/2023,Real Madrid,Villarreal,4,1,22,3,9,1,2,3,2023-2024
18/12/2023,Girona,Alaves,3,0,9,12,4,2,0,1,2023-2024
19/12/2023,Vallecano,Valencia,0,1,7,8,1,3,1,5,2023-2024
19/12/2023,Ath Madrid,Getafe,3,3,8,29,4,9,3,3,2023-2024
19/12/2023,Granada,Sevilla,0,3,12,12,3,5,2,1,2023-2024
20/12/2023,Barcelona,Almeria,3,2,30,10,11,5,3,3,2023-2024
20/12/2023,Ath Bilbao,Las Palmas,1,0,19,5,10,1,1,3,2023-2024
20/12/2023,Villarreal,Celta,3,2,12,15,8,5,2,4,2023-2024
21/12/2023,Betis,Girona,1,1,21,12,4,4,2,2,2023-2024
21/12/2023,Cadiz,Sociedad,0,0,10,8,2,1,3,1,2023-2024
21/12/2023,Alaves,Real Madrid,0,1,8,9,2,4,3,1,2023-2024
21/12/2023,Mallorca,Osasuna,3,2,15,12,8,7,3,1,2023-2024
23/12/2023,Ath Madrid,Sevilla,1,0,12,8,4,2,7,3,2023-2024
02/01/2024,Getafe,Vallecano,0,2,5,12,0,8,6,3,2023-2024
02/01/2024,Sociedad,Alaves,1,1,16,7,6,2,4,4,2023-2024
02/01/2024,Valencia,Villarreal,3,1,11,8,8,4,2,5,2023-2024
03/01/2024,Granada,Cadiz,2,0,15,15,8,2,3,4,2023-2024
03/01/2024,Celta,Betis,2,1,19,14,6,3,0,2,2023-2024
03/01/2024,Real Madrid,Mallorca,1,0,17,7,5,0,2,3,2023-2024
03/01/2024,Girona,Ath Madrid,4,3,17,18,9,12,0,1,2023-2024
04/01/2024,Osasuna,Almeria,1,0,14,4,2,0,1,2,2023-2024
04/01/2024,Sevilla,Ath Bilbao,0,2,11,15,2,6,3,1,2023-2024
04/01/2024,Las Palmas,Barcelona,1,2,12,15,3,5,5,2,2023-2024
12/01/2024,Sevilla,Alaves,2,3,19,16,4,8,4,3,2023-2024
13/01/2024,Las Palmas,Villarreal,3,0,8,17,3,3,4,3,2023-2024
13/01/2024,Mallorca,Celta,1,1,17,6,6,2,4,1,2023-2024
13/01/2024,Ath Bilbao,Sociedad,2,1,10,9,3,1,1,4,2023-2024
13/01/2024,Betis,Granada,1,0,25,6,6,2,3,4,2023-2024
14/01/2024,Almeria,Girona,0,0,20,5,3,1,4,4,2023-2024
14/01/2024,Cadiz,Valencia,1,4,10,9,2,5,4,2,2023-2024
19/01/2024,Alaves,Cadiz,1,0,13,9,3,1,0,4,2023-2024
20/01/2024,Vallecano,Las Palmas,0,2,16,10,3,5,3,1,2023-2024
20/01/2024,Villarreal,Mallorca,1,1,18,8,5,2,2,2,2023-2024
20/01/2024,Valencia,Ath Bilbao,1,0,6,6,1,3,0,3,2023-2024
20/01/2024,Celta,Sociedad,0,1,6,6,2,2,1,2,2023-2024
21/01/2024,Osasuna,Getafe,3,2,13,10,7,7,4,4,2023-2024
21/01/2024,Real Madrid,Almeria,3,2,18,10,6,2,3,5,2023-2024
21/01/2024,Betis,Barcelona,2,4,14,11,5,4,1,2,2023-2024
21/01/2024,Girona,Sevilla,5,1,12,9,8,3,0,2,2023-2024
22/01/2024,Granada,Ath Madrid,0,1,17,10,2,5,2,2,2023-2024
26/01/2024,Almeria,Alaves,0,3,19,11,7,3,1,2,2023-2024
27/01/2024,Sociedad,Vallecano,0,0,6,5,3,0,2,4,2023-2024
27/01/2024,Las Palmas,Real Madrid,1,2,7,13,2,5,3,3,2023-2024
27/01/2024,Barcelona,Villarreal,3,5,22,9,10,6,3,4,2023-2024
27/01/2024,Mallorca,Betis,0,1,14,8,1,2,2,1,2023-2024
28/01/2024,Celta,Girona,0,1,10,15,5,6,1,1,2023-2024
28/01/2024,Cadiz,Ath Bilbao,0,0,9,8,2,0,4,2,2023-2024
28/01/2024,Sevilla,Osasuna,1,1,10,11,5,4,3,0,2023-2024
28/01/2024,Ath Madrid,Valencia,2,0,12,10,8,3,2,0,2023-2024
29/01/2024,Getafe,Granada,2,0,7,16,4,3,2,1,2023-2024
31/01/2024,Barcelona,Osasuna,1,0,16,9,4,1,1,2,2023-2024
31/01/2024,Ath Madrid,Vallecano,2,1,8,10,3,2,0,3,2023-2024
01/02/2024,Getafe,Real Madrid,0,2,10,16,2,9,1,2,2023-2024
02/02/2024,Ath Bilbao,Mallorca,4,0,13,6,6,2,0,1,2023-2024
03/02/2024,Valencia,Almeria,2,1,7,15,2,5,4,5,2023-2024
03/02/2024,Granada,Las Palmas,1,1,3,16,1,6,4,3,2023-2024
03/02/2024,Alaves,Barcelona,1,3,13,8,2,5,2,2,2023-2024
03/02/2024,Girona,Sociedad,0,0,11,11,3,2,2,3,2023-2024
04/02/2024,Villarreal,Cadiz,0,0,19,8,4,2,3,1,2023-2024
04/02/2024,Osasuna,Celta,0,3,18,6,1,5,2,0,2023-2024
04/02/2024,Betis,Getafe,1,1,9,11,3,2,7,4,2023-2024
04/02/2024,Real Madrid,Ath Madrid,1,1,17,10,4,5,0,5,2023-2024
05/02/2024,Vallecano,Sevilla,1,2,22,10,5,6,2,2,2023-2024
09/02/2024,Cadiz,Betis,0,2,14,13,5,5,1,1,2023-2024
10/02/2024,Alaves,Villarreal,1,1,17,12,4,4,0,2,2023-2024
10/02/2024,Sociedad,Osasuna,0,1,21,9,3,2,0,0,2023-2024
10/02/2024,Real Madrid,Girona,4,0,16,5,6,0,1,2,2023-2024
10/02/2024,Las Palmas,Valencia,2,0,8,7,3,1,2,0,2023-2024
11/02/2024,Getafe,Celta,3,2,11,9,4,4,1,2,2023-2024
11/02/2024,Mallorca,Vallecano,2,1,8,11,5,4,4,0,2023-2024
11/02/2024,Sevilla,Ath Madrid,1,0,10,16,6,5,2,1,2023-2024
11/02/2024,Barcelona,Granada,3,3,11,11,6,5,1,2,2023-2024
12/02/2024,Almeria,Ath Bilbao,0,0,10,12,4,4,4,1,2023-2024
16/02/2024,Villarreal,Getafe,1,1,20,11,7,2,0,1,2023-2024
17/02/2024,Ath Madrid,Las Palmas,5,0,13,11,7,2,2,2,2023-2024
17/02/2024,Osasuna,Cadiz,2,0,11,5,4,1,4,2,2023-2024
17/02/2024,Celta,Barcelona,1,2,13,14,4,4,2,4,2023-2024
17/02/2024,Valencia,Sevilla,0,0,14,1,4,1,0,1,2023-2024
18/02/2024,Vallecano,Real Madrid,1,1,8,11,3,4,4,3,2023-2024
18/02/2024,Granada,Almeria,1,1,19,13,7,3,2,3,2023-2024
18/02/2024,Mallorca,Sociedad,1,2,4,19,1,5,7,5,2023-2024
18/02/2024,Betis,Alaves,0,0,13,13,2,4,5,2,2023-2024
19/02/2024,Ath Bilbao,Girona,3,2,14,12,7,6,1,2,2023-2024
23/02/2024,Sociedad,Villarreal,1,3,21,6,8,4,3,4,2023-2024
24/02/2024,Barcelona,Getafe,4,0,17,10,9,4,1,4,2023-2024
24/02/2024,Alaves,Mallorca,1,1,9,15,1,8,0,2,2023-2024
24/02/2024,Almeria,Ath Madrid,2,2,9,18,4,9,1,1,2023-2024
25/02/2024,Cadiz,Celta,2,2,19,7,6,3,2,3,2023-2024
25/02/2024,Betis,Ath Bilbao,3,1,13,3,5,1,1,6,2023-2024
25/02/2024,Las Palmas,Osasuna,1,1,9,6,3,2,2,1,2023-2024
25/02/2024,Real Madrid,Sevilla,1,0,16,4,6,1,1,3,2023-2024
26/02/2024,Girona,Vallecano,3,0,14,7,8,1,3,5,2023-2024
01/03/2024,Celta,Almeria,1,0,15,3,6,0,1,2,2023-2024
02/03/2024,Sevilla,Sociedad,3,2,12,13,5,4,1,2,2023-2024
02/03/2024,Vallecano,Cadiz,1,1,9,16,5,5,1,1,2023-2024
02/03/2024,Getafe,Las Palmas,3,3,16,14,5,5,4,1,2023-2024
02/03/2024,Valencia,Real Madrid,2,2,12,10,5,5,2,3,2023-2024
03/03/2024,Villarreal,Granada,5,1,16,9,10,3,1,2,2023-2024
03/03/2024,Ath Madrid,Betis,2,1,17,12,12,6,1,2,2023-2024
03/03/2024,Mallorca,Girona,1,0,16,15,2,4,5,0,2023-2024
03/03/2024,Ath Bilbao,Barcelona,0,0,8,8,2,2,3,3,2023-2024
04/03/2024,Osasuna,Alaves,1,0,15,10,4,4,2,1,2023-2024
08/03/2024,Barcelona,Mallorca,1,0,20,9,6,3,1,1,2023-2024
09/03/2024,Valencia,Getafe,1,0,10,15,3,5,2,3,2023-2024
09/03/2024,Cadiz,Ath Madrid,2,0,7,8,3,4,4,5,2023-2024
09/03/2024,Granada,Sociedad,2,3,13,11,6,8,1,2,2023-2024
09/03/2024,Girona,Osasuna,2,0,11,7,6,1,3,3,2023-2024
10/03/2024,Alaves,Vallecano,1,0,12,9,4,3,2,2,2023-2024
10/03/2024,Las Palmas,Ath Bilbao,0,2,14,7,2,2,3,3,2023-2024
10/03/2024,Real Madrid,Celta,4,0,24,11,13,1,2,3,2023-2024
10/03/2024,Betis,Villarreal,2,3,13,6,4,4,3,4,2023-2024
11/03/2024,Almeria,Sevilla,2,2,14,19,4,6,2,2,2023-2024
15/03/2024,Sociedad,Cadiz,2,0,14,13,6,2,3,1,2023-2024
16/03/2024,Mallorca,Granada,1,0,18,8,8,3,2,0,2023-2024
16/03/2024,Osasuna,Real Madrid,2,4,9,17,4,9,3,2,2023-2024
16/03/2024,Getafe,Girona,1,0,11,13,3,3,4,4,2023-2024
16/03/2024,Ath Bilbao,Alaves,2,0,16,7,4,3,1,3,2023-2024
17/03/2024,Sevilla,Celta,1,2,11,18,4,5,4,0,2023-2024
17/03/2024,Las Palmas,Almeria,0,1,21,3,6,2,2,2,2023-2024
17/03/2024,Villarreal,Valencia,1,0,13,14,7,7,5,1,2023-2024
17/03/2024,Vallecano,Betis,2,0,8,11,4,1,4,4,2023-2024
17/03/2024,Ath Madrid,Barcelona,0,3,12,9,3,5,3,1,2023-2024
29/03/2024,Cadiz,Granada,1,0,13,10,5,2,2,4,2023-2024
30/03/2024,Getafe,Sevilla,0,1,18,10,5,3,4,5,2023-2024
30/03/2024,Almeria,Osasuna,0,3,12,6,5,4,3,2,2023-2024
30/03/2024,Valencia,Mallorca,0,0,14,11,5,3,0,2,2023-2024
30/03/2024,Barcelona,Las Palmas,1,0,14,8,2,0,5,1,2023-2024
31/03/2024,Celta,Vallecano,0,0,13,8,0,2,3,3,2023-2024
31/03/2024,Girona,Betis,3,2,9,7,5,4,3,4,2023-2024
31/03/2024,Alaves,Sociedad,0,1,3,12,0,3,2,2,2023-2024
31/03/2024,Real Madrid,Ath Bilbao,2,0,9,7,4,3,2,1,2023-2024
01/04/2024,Villarreal,Ath Madrid,1,2,11,14,2,8,3,3,2023-2024
04/04/2024,Granada,Valencia,0,1,13,6,3,2,3,1,2023-2024
12/04/2024,Betis,Celta,2,1,15,12,3,5,1,0,2023-2024
13/04/2024,Ath Madrid,Girona,3,1,17,12,4,5,3,2,2023-2024
13/04/2024,Vallecano,Getafe,0,0,11,7,2,0,4,6,2023-2024
13/04/2024,Mallorca,Real Madrid,0,1,6,16,2,9,2,1,2023-2024
13/04/2024,Cadiz,Barcelona,0,1,14,12,3,2,3,3,2023-2024
14/04/2024,Las Palmas,Sevilla,0,2,5,10,2,3,3,3,2023-2024
14/04/2024,Granada,Alaves,2,0,9,8,3,3,3,2,2023-2024
14/04/2024,Ath Bilbao,Villarreal,1,1,13,10,6,2,3,3,2023-2024
14/04/2024,Sociedad,Almeria,2,2,17,7,4,3,2,2,2023-2024
15/04/2024,Osasuna,Valencia,0,1,13,4,2,3,0,2,2023-2024
19/04/2024,Ath Bilbao,Granada,1,1,17,5,6,0,4,2,2023-2024
20/04/2024,Celta,Las Palmas,4,1,21,9,13,4,1,0,2023-2024
20/04/2024,Vallecano,Osasuna,2,1,17,6,6,2,4,1,2023-2024
20/04/2024,Valencia,Betis,1,2,8,12,5,6,2,3,2023-2024
20/04/2024,Girona,Cadiz,4,1,10,12,5,5,1,2,2023-2024
21/04/2024,Getafe,Sociedad,1,1,6,7,4,3,0,2,2023-2024
21/04/2024,Almeria,Villarreal,1,2,24,11,5,3,3,4,2023-2024
21/04/2024,Alaves,Ath Madrid,2,0,8,15,3,4,5,3,2023-2024
21/04/2024,Real Madrid,Barcelona,3,2,14,14,8,6,3,2,2023-2024
22/04/2024,Sevilla,Mallorca,2,1,11,8,4,6,0,2,2023-2024
26/04/2024,Sociedad,Real Madrid,0,1,9,5,3,3,3,4,2023-2024
27/04/2024,Las Palmas,Girona,0,2,10,6,5,3,1,3,2023-2024
27/04/2024,Almeria,Getafe,1,3,21,8,11,5,5,4,2023-2024
27/04/2024,Alaves,Celta,3,0,16,4,8,0,3,3,2023-2024
27/04/2024,Ath Madrid,Ath Bilbao,3,1,8,7,3,1,3,2,2023-2024
28/04/2024,Cadiz,Mallorca,1,1,10,9,2,2,3,2,2023-2024
28/04/2024,Granada,Osasuna,3,0,12,11,4,2,4,0,2023-2024
28/04/2024,Villarreal,Vallecano,3,0,15,20,7,4,2,1,2023-2024
28/04/2024,Betis,Sevilla,1,1,15,10,5,1,3,5,2023-2024
29/04/2024,Barcelona,Valencia,4,2,27,5,13,3,1,0,2023-2024
03/05/2024,Getafe,Ath Bilbao,0,2,34,7,9,2,0,2,2023-2024
04/05/2024,Sociedad,Las Palmas,2,0,9,7,4,1,2,1,2023-2024
04/05/2024,Real Madrid,Cadiz,3,0,19,7,9,2,0,1,2023-2024
04/05/2024,Girona,Barcelona,4,2,9,16,7,7,0,3,2023-2024
04/05/2024,Mallorca,Ath Madrid,0,1,7,9,4,4,2,0,2023-2024
05/05/2024,Osasuna,Betis,0,2,12,10,2,4,2,2,2023-2024
05/05/2024,Celta,Villarreal,3,2,23,11,7,3,4,0,2023-2024
05/05/2024,Valencia,Alaves,0,1,13,14,1,4,1,3,2023-2024
05/05/2024,Sevilla,Granada,3,0,11,8,5,3,2,2,2023-2024
05/05/2024,Vallecano,Almeria,0,1,27,7,10,2,3,2,2023-2024
10/05/2024,Alaves,Girona,2,2,14,15,8,5,3,2,2023-2024
11/05/2024,Mallorca,Las Palmas,1,0,7,7,2,1,6,2,2023-2024
11/05/2024,Villarreal,Sevilla,3,2,25,8,7,4,3,5,2023-2024
11/05/2024,Granada,Real Madrid,0,4,12,13,1,7,2,0,2023-2024
11/05/2024,Ath Bilbao,Osasuna,2,2,15,13,6,3,2,4,2023-2024
12/05/2024,Cadiz,Getafe,1,0,13,10,6,4,5,2,2023-2024
12/05/2024,Ath Madrid,Celta,1,0,21,6,8,2,1,1,2023-2024
12/05/2024,Valencia,Vallecano,0,0,13,12,5,1,1,2,2023-2024
12/05/2024,Betis,Almeria,3,2,14,14,7,7,0,2,2023-2024
13/05/2024,Barcelona,Sociedad,2,0,14,10,5,3,2,3,2023-2024
14/05/2024,Osasuna,Mallorca,1,1,10,10,4,4,0,1,2023-2024
14/05/2024,Real Madrid,Alaves,5,0,22,18,11,10,1,1,2023-2024
14/05/2024,Girona,Villarreal,0,1,22,11,5,3,1,5,2023-2024
15/05/2024,Sevilla,Cadiz,0,1,14,19,3,7,6,2,2023-2024
15/05/2024,Vallecano,Granada,2,1,18,10,9,1,4,3,2023-2024
15/05/2024,Celta,Ath Bilbao,2,1,10,7,4,2,2,0,2023-2024
15/05/2024,Getafe,Ath Madrid,0,3,8,7,3,3,4,3,2023-2024
16/05/2024,Las Palmas,Betis,2,2,16,6,9,4,2,1,2023-2024
16/05/2024,Almeria,Barcelona,0,2,12,16,3,7,0,1,2023-2024
16/05/2024,Sociedad,Valencia,1,0,10,7,5,3,0,2,2023-2024
18/05/2024,Alaves,Getafe,1,0,9,10,2,4,5,7,2023-2024
19/05/2024,Ath Bilbao,Sevilla,2,0,15,9,6,4,1,1,2023-2024
19/05/2024,Ath Madrid,Osasuna,1,4,15,15,2,6,2,2,2023-2024
19/05/2024,Barcelona,Vallecano,3,0,14,15,6,4,4,2,2023-2024
19/05/2024,Betis,Sociedad,0,2,18,5,9,2,3,4,2023-2024
19/05/2024,Cadiz,Las Palmas,0,0,10,9,3,1,3,1,2023-2024
19/05/2024,Granada,Celta,1,2,11,8,3,5,2,1,2023-2024
19/05/2024,Mallorca,Almeria,2,2,29,7,8,3,2,3,2023-2024
19/05/2024,Valencia,Girona,1,3,20,18,6,5,2,0,2023-2024
19/05/2024,Villarreal,Real Madrid,4,4,21,12,7,6,3,2,2023-2024
24/05/2024,Girona,Granada,7,0,16,10,9,2,3,5,2023-2024
25/05/2024,Osasuna,Villarreal,1,1,12,11,6,3,4,3,2023-2024
25/05/2024,Sociedad,Ath Madrid,0,2,14,10,4,4,3,5,2023-2024
25/05/2024,Almeria,Cadiz,6,1,27,12,12,4,2,2,2023-2024
25/05/2024,Vallecano,Ath Bilbao,0,1,17,7,4,1,1,1,2023-2024
25/05/2024,Real Madrid,Betis,0,0,13,11,5,3,2,1,2023-2024
26/05/2024,Getafe,Mallorca,1,2,16,9,6,4,0,2,2023-2024
26/05/2024,Celta,Valencia,2,2,9,12,4,1,0,0,2023-2024
26/05/2024,Las Palmas,Alaves,1,1,10,14,4,4,2,1,2023-2024
26/05/2024,Sevilla,Barcelona,1,2,15,11,6,6,2,1,2023-2024
15/08/2024,Ath Bilbao,Getafe,1,1,7,9,4,2,4,1,2024-2025
15/08/2024,Betis,Girona,1,1,19,13,4,2,2,0,2024-2025
16/08/2024,Celta,Alaves,2,1,6,10,4,2,3,2,2024-2025
16/08/2024,Las Palmas,Sevilla,2,2,13,16,5,5,0,0,2024-2025
17/08/2024,Osasuna,Leganes,1,1,16,10,5,4,3,2,2024-2025
17/08/2024,Valencia,Barcelona,1,2,6,18,1,8,2,3,2024-2025
18/08/2024,Sociedad,Vallecano,1,2,11,12,5,5,2,4,2024-2025
18/08/2024,Mallorca,Real Madrid,1,1,12,13,5,4,1,0,2024-2025
19/08/2024,Valladolid,Espanol,1,0,12,10,3,2,2,2,2024-2025
19/08/2024,Villarreal,Ath Madrid,2,2,8,10,3,5,1,3,2024-2025
23/08/2024,Celta,Valencia,3,1,7,13,5,5,3,0,2024-2025
23/08/2024,Sevilla,Villarreal,1,2,15,6,9,5,3,5,2024-2025
24/08/2024,Osasuna,Mallorca,1,0,15,11,5,2,2,1,2024-2025
24/08/2024,Barcelona,Ath Bilbao,2,1,13,9,5,2,4,5,2024-2025
24/08/2024,Espanol,Sociedad,0,1,13,8,3,4,2,2,2024-2025
24/08/2024,Getafe,Vallecano,0,0,12,3,0,1,1,2,2024-2025
25/08/2024,Real Madrid,Valladolid,3,0,17,8,9,2,1,1,2024-2025
25/08/2024,Leganes,Las Palmas,2,1,10,10,5,5,1,1,2024-2025
25/08/2024,Alaves,Betis,0,0,3,13,1,3,1,4,2024-2025
25/08/2024,Ath Madrid,Girona,3,0,11,13,6,5,1,3,2024-2025
26/08/2024,Villarreal,Celta,4,3,22,18,9,8,4,3,2024-2025
27/08/2024,Mallorca,Sevilla,0,0,12,16,4,7,0,1,2024-2025
27/08/2024,Vallecano,Barcelona,1,2,8,22,4,5,3,1,2024-2025
28/08/2024,Ath Bilbao,Valencia,1,0,13,2,4,0,1,3,2024-2025
28/08/2024,Valladolid,Leganes,0,0,12,8,2,1,1,5,2024-2025
28/08/2024,Ath Madrid,Espanol,0,0,24,8,7,1,0,2,2024-2025
28/08/2024,Sociedad,Alaves,1,2,8,12,1,5,4,4,2024-2025
29/08/2024,Girona,Osasuna,4,0,10,1,5,0,0,0,2024-2025
29/08/2024,Las Palmas,Real Madrid,1,1,7,25,3,8,0,2,2024-2025
31/08/2024,Barcelona,Valladolid,7,0,23,5,10,2,0,3,2024-2025
31/08/2024,Ath Bilbao,Ath Madrid,0,1,8,9,1,2,3,1,2024-2025
31/08/2024,Espanol,Vallecano,2,1,10,17,5,5,3,2,2024-2025
31/08/2024,Leganes,Mallorca,0,1,4,12,2,3,1,3,2024-2025
31/08/2024,Valencia,Villarreal,1,1,22,9,6,3,3,5,2024-2025
01/09/2024,Alaves,Las Palmas,2,0,15,12,5,7,3,0,2024-2025
01/09/2024,Osasuna,Celta,3,2,10,12,4,3,2,0,2024-2025
01/09/2024,Sevilla,Girona,0,2,16,11,5,4,3,2,2024-2025
01/09/2024,Getafe,Sociedad,0,0,16,1,1,0,1,1,2024-2025
01/09/2024,Real Madrid,Betis,2,0,20,12,8,2,2,0,2024-2025
13/09/2024,Betis,Leganes,2,0,14,3,5,0,1,2,2024-2025
14/09/2024,Mallorca,Villarreal,1,2,10,21,5,4,3,3,2024-2025
14/09/2024,Espanol,Alaves,3,2,9,19,4,6,2,3,2024-2025
14/09/2024,Sevilla,Getafe,1,0,10,15,4,4,3,4,2024-2025
14/09/2024,Sociedad,Real Madrid,0,2,11,16,2,7,4,1,2024-2025
15/09/2024,Celta,Valladolid,3,1,14,6,7,1,3,5,2024-2025
15/09/2024,Girona,Barcelona,1,4,9,20,4,9,3,2,2024-2025
15/09/2024,Las Palmas,Ath Bilbao,2,3,15,9,6,4,1,2,2024-2025
15/09/2024,Ath Madrid,Valencia,3,0,14,5,5,1,1,2,2024-2025
16/09/2024,Vallecano,Osasuna,3,1,17,5,6,2,3,2,2024-2025
17/09/2024,Mallorca,Sociedad,1,0,10,13,4,4,1,1,2024-2025
18/09/2024,Betis,Getafe,2,1,18,15,8,5,3,5,2024-2025
19/09/2024,Leganes,Ath Bilbao,0,2,14,10,3,4,3,0,2024-2025
20/09/2024,Alaves,Sevilla,2,1,10,8,4,2,1,4,2024-2025
21/09/2024,Valladolid,Sociedad,0,0,15,14,2,4,4,4,2024-2025
21/09/2024,Osasuna,Las Palmas,2,1,13,11,2,4,2,5,2024-2025
21/09/2024,Valencia,Girona,2,0,7,8,2,3,3,2,2024-2025
21/09/2024,Real Madrid,Espanol,4,1,31,10,14,2,4,3,2024-2025
22/09/2024,Getafe,Leganes,1,1,12,6,3,3,3,2,2024-2025
22/09/2024,Ath Bilbao,Celta,3,1,10,11,7,4,3,2,2024-2025
22/09/2024,Villarreal,Barcelona,1,5,13,17,4,10,6,1,2024-2025
